Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,temperature_proxy_variable,temperature_baseline,temperature_scenario,temperature_delta,baseline_mode,baseline_mode_label
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (X-driven),baseline,"Use future covariate paths as the baseline driver; baseline covariates follow ETS extensions, then future AMR is reconstructed from the historical association model and perturbed by supported climate scenario inputs.",baseline,34.87840386234457,0.0,34.87840386234457,0.0,115.39469490289476,115.39469490289476,0.0,TA（°C）,1.4174513632153836,1.4174513632153836,0.0,x_driven,X-driven / Nature-like simplified baseline
黑龙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,31.79784478838347,2.62914987012841,34.42699465851188,2.629149870128412,26.89610696780329,27.64934248666667,0.7532355188633773,TA（°C）,1.2997809773965963,2.612666666666667,1.3128856892700709,x_driven,X-driven / Nature-like simplified baseline
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,34.87840386234457,1.6146360536968425,36.49303991604141,1.6146360536968416,115.39469490289476,99.99299970999999,-15.401695192894763,TA（°C）,1.4174513632153836,2.461666666666666,1.0442153034512824,x_driven,X-driven / Nature-like simplified baseline
云南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,40.671964333312864,0.7997824894955199,41.471746822808385,0.7997824894955201,20.84046911840916,29.811256729999997,8.970787611590836,TA（°C）,1.6867311929954834,1.9550000000000016,0.2682688070045183,x_driven,X-driven / Nature-like simplified baseline
内蒙古,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,34.93294078143573,2.571246589599319,37.50418737103505,2.571246589599319,12.931681364238123,12.643664232999997,-0.2880171312381261,TA（°C）,1.173994030107895,2.4733333333333336,1.2993393032254386,x_driven,X-driven / Nature-like simplified baseline
北京,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,41.65444674528375,1.3958115962773192,43.05025834156107,1.3958115962773192,85.51864526557621,81.25985568222222,-4.2587895833539875,TA（°C）,1.4284527955482056,2.195333333333334,0.7668805377851284,x_driven,X-driven / Nature-like simplified baseline
吉林,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,41.56532333690254,0.8548603047216187,42.420183641624156,0.854860304721619,43.92574370177605,40.498799469999994,-3.426944231776055,TA（°C）,2.0153814116037148,2.4973333333333336,0.48195192172961887,x_driven,X-driven / Nature-like simplified baseline
四川,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.035292564721857,1.5114392648747486,30.546731829596606,1.511439264874749,15.418393935188469,23.21745516222222,7.79906122703375,TA（°C）,1.7197284302866265,2.3640000000000008,0.6442715697133743,x_driven,X-driven / Nature-like simplified baseline
天津,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.88133888142018,2.698504721316789,38.579843602736965,2.6985047213167874,23.534591889264505,79.0660753211111,55.531483431846596,TA（°C）,1.5860886654694872,2.112333333333332,0.5262446678638448,x_driven,X-driven / Nature-like simplified baseline
宁夏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.325452700936115,2.584459123920679,30.909911824856792,2.584459123920677,16.651113558278134,25.233976303333336,8.582862745055202,TA（°C）,1.4563861881516817,2.6293333333333333,1.1729471451816516,x_driven,X-driven / Nature-like simplified baseline
安徽,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.74842809406832,3.1968596884480522,31.945287782516374,3.196859688448054,0.39409082847862464,55.73786377555556,55.343772947076936,TA（°C）,1.550274700029004,2.330333333333332,0.780058633304328,x_driven,X-driven / Nature-like simplified baseline
山东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,36.12017484615303,0.438540597465834,36.55871544361886,0.4385405974658312,66.69212283533625,58.864700792222216,-7.827422043114034,TA（°C）,1.905396997449165,2.243666666666666,0.3382696692175011,x_driven,X-driven / Nature-like simplified baseline
山西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.7013500603809,1.2965952884478296,36.997945348828736,1.2965952884478327,31.23025230049783,35.36016862666667,4.129916326168839,TA（°C）,1.875571851384927,2.466666666666667,0.5910948152817397,x_driven,X-driven / Nature-like simplified baseline
广东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,24.852794958519535,4.126793655857571,28.979588614377107,4.126793655857572,-8.631537342966666,64.64643081888889,73.27796816185555,TA（°C）,0.9705556516618655,1.9499999999999995,0.979444348338134,x_driven,X-driven / Nature-like simplified baseline
广西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,31.514888935759586,0.7967916938420602,32.311680629601646,0.7967916938420601,6.445867726925684,51.33511703777778,44.889249310852094,TA（°C）,2.2632810128410634,1.9913333333333332,-0.27194767950773024,x_driven,X-driven / Nature-like simplified baseline
新疆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,37.023748677903924,-0.8477684809210098,36.17598019698291,-0.8477684809210118,3.9681688680408773,3.950554870444444,-0.01761399759643334,TA（°C）,2.941051456417414,2.514333333333333,-0.42671812308408086,x_driven,X-driven / Nature-like simplified baseline
江苏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,20.35050497871873,1.3849569754447657,21.735461954163497,1.3849569754447657,65.94019129570692,67.99131332111111,2.051122025404183,TA（°C）,1.6582233845184673,2.325000000000001,0.6667766154815338,x_driven,X-driven / Nature-like simplified baseline
江西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.86124046281849,1.1355113915776114,36.9967518543961,1.1355113915776087,52.036710167827735,54.98428417888889,2.947574011061157,TA（°C）,1.6536361897195344,2.181333333333331,0.5276971436137967,x_driven,X-driven / Nature-like simplified baseline
河北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,37.899641619010254,0.058530657438232936,37.95817227644849,0.058530657438232936,82.19397863597658,45.74397822222222,-36.45000041375436,TA（°C）,1.6888385267034949,2.265000000000001,0.5761614732965061,x_driven,X-driven / Nature-like simplified baseline
河南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,41.3436693455855,-3.3199963582268004,38.0236729873587,-3.3199963582268026,130.78396645835275,47.37400902888889,-83.40995742946386,TA（°C）,2.5944696915011694,2.173333333333334,-0.42113635816783557,x_driven,X-driven / Nature-like simplified baseline
浙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,27.197910836094223,4.633604374683735,31.831515210777958,4.633604374683735,-14.404012986043568,62.20924704222222,76.61326002826578,TA（°C）,1.193654729869327,2.378333333333334,1.1846786034640069,x_driven,X-driven / Nature-like simplified baseline
海南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.98854853190989,3.179088224506785,32.16763675641667,3.1790882245067813,67.50588193236415,111.07363767222222,43.56775573985807,TA（°C）,0.7579403403345113,1.705666666666669,0.9477263263321578,x_driven,X-driven / Nature-like simplified baseline
湖北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,33.90031040163247,-1.07418960912445,32.826120792508014,-1.0741896091244527,37.339883522154366,48.25352300111111,10.913639478956746,TA（°C）,2.8433712632862562,2.1386666666666674,-0.7047045966195888,x_driven,X-driven / Nature-like simplified baseline
湖南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,37.513855460370095,-0.7347480766835115,36.779107383686586,-0.734748076683509,32.73558223131605,41.387303573333334,8.651721342017282,TA（°C）,2.649485484520736,2.149666666666665,-0.499818817854071,x_driven,X-driven / Nature-like simplified baseline
甘肃,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.36162271629232,1.8265036626272302,37.18812637891955,1.826503662627232,8.398881438664631,10.672930622555553,2.274049183890922,TA（°C）,1.6325132922129513,2.518333333333333,0.8858200411203818,x_driven,X-driven / Nature-like simplified baseline
福建,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.013668641209627,2.6954814450099183,31.709150086219545,2.695481445009918,36.12441289967077,58.18052183555555,22.05610893588478,TA（°C）,1.0068762926840753,2.033666666666665,1.0267903739825899,x_driven,X-driven / Nature-like simplified baseline
西藏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.668125461595196,4.496360757308791,40.16448621890399,4.496360757308793,-0.5629474846893467,9.468647116222224,10.031594600911571,TA（°C）,0.373176860057352,2.487333333333333,2.114156473275981,x_driven,X-driven / Nature-like simplified baseline
贵州,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,39.808319257722076,-0.2818017965736813,39.526517461148394,-0.28180179657368143,34.739959623708856,39.78640093111112,5.046441307402262,TA（°C）,2.3676179455051933,2.1499999999999986,-0.21761794550519475,x_driven,X-driven / Nature-like simplified baseline
辽宁,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.56818220350785,1.3752690560721932,30.94345125958004,1.3752690560721916,62.220191963655544,56.20174331111111,-6.018448652544436,TA（°C）,1.5160741872309664,2.2989999999999995,0.7829258127690331,x_driven,X-driven / Nature-like simplified baseline
重庆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,34.25800495336416,-0.34984662357511,33.908158329789046,-0.349846623575111,43.86207973077786,50.793198357777776,6.931118626999918,TA（°C）,2.541489009826258,2.261333333333333,-0.28015567649292494,x_driven,X-driven / Nature-like simplified baseline
陕西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,25.462280381587565,0.9879485166527939,26.450228898240358,0.9879485166527928,31.38664933461126,29.600893666666664,-1.7857556679445956,TA（°C）,1.867632396481985,2.392000000000001,0.5243676035180158,x_driven,X-driven / Nature-like simplified baseline
青海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,34.2858716761068,4.413207519022222,38.69907919512902,4.413207519022222,5.951731028433,8.814414644777779,2.8626836163447793,TA（°C）,0.30453701292505897,2.4843333333333333,2.179796320408274,x_driven,X-driven / Nature-like simplified baseline
黑龙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,31.79784478838347,2.641330371141914,34.439175159525384,2.6413303711419154,26.89610696780329,26.880453597777777,-0.01565337002551459,TA（°C）,1.2997809773965963,2.6303333333333327,1.3305523559367365,x_driven,X-driven / Nature-like simplified baseline
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,34.87840386234457,0.1525481501711643,35.03095201251573,0.15254815017116385,115.39469490289476,101.94522193222224,-13.449472970672517,TA（°C）,1.4174513632153836,1.6960000000000015,0.27854863678461794,x_driven,X-driven / Nature-like simplified baseline
云南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,40.671964333312864,0.09142694598212922,40.76339127929499,0.09142694598212842,20.84046911840916,29.649034507777777,8.808565389368617,TA（°C）,1.6867311929954834,1.6006666666666636,-0.08606452632881978,x_driven,X-driven / Nature-like simplified baseline
内蒙古,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,34.93294078143573,2.051381669927879,36.98432245136361,2.0513816699278777,12.931681364238123,12.05477534411111,-0.8769060201270129,TA（°C）,1.173994030107895,2.2203333333333326,1.0463393032254376,x_driven,X-driven / Nature-like simplified baseline
北京,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,41.65444674528375,0.9639559437812175,42.618402689064965,0.9639559437812153,85.51864526557621,75.51430012666667,-10.004345138909542,TA（°C）,1.4284527955482056,2.064,0.6355472044517945,x_driven,X-driven / Nature-like simplified baseline
吉林,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,41.56532333690254,0.47190443068886767,42.0372277675914,0.4719044306888662,43.92574370177605,37.30657724777778,-6.619166453998268,TA（°C）,2.0153814116037148,2.352333333333333,0.3369519217296184,x_driven,X-driven / Nature-like simplified baseline
四川,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,29.035292564721857,0.8080508464407448,29.8433434111626,0.808050846440743,15.418393935188469,22.133010717777776,6.714616782589307,TA（°C）,1.7197284302866265,2.0260000000000007,0.3062715697133742,x_driven,X-driven / Nature-like simplified baseline
天津,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,35.88133888142018,2.6343298934387915,38.515668774858966,2.634329893438789,23.534591889264505,72.93274198777777,49.39815009851327,TA（°C）,1.5860886654694872,2.1720000000000006,0.5859113345305134,x_driven,X-driven / Nature-like simplified baseline
宁夏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.325452700936115,1.2589153207201318,29.584368021656246,1.2589153207201313,16.651113558278134,24.837309636666667,8.186196078388534,TA（°C）,1.4563861881516817,1.9676666666666665,0.5112804785149847,x_driven,X-driven / Nature-like simplified baseline
安徽,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.74842809406832,2.2077669021975126,30.956194996265832,2.2077669021975126,0.39409082847862464,52.63786377555556,52.243772947076934,TA（°C）,1.550274700029004,1.8786666666666656,0.32839196663766157,x_driven,X-driven / Nature-like simplified baseline
山东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,36.12017484615303,-0.23476352312020715,35.88541132303282,-0.23476352312020765,66.69212283533625,56.656923014444445,-10.035199820891805,TA（°C）,1.905396997449165,1.9376666666666669,0.03226966921750196,x_driven,X-driven / Nature-like simplified baseline
山西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,35.7013500603809,0.48831168795073904,36.189661748331645,0.4883116879507412,31.23025230049783,32.97572418222222,1.7454718817243915,TA（°C）,1.875571851384927,2.0953333333333326,0.2197614819484055,x_driven,X-driven / Nature-like simplified baseline
广东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,24.852794958519535,3.4414228130740465,28.29421777159358,3.4414228130740447,-8.631537342966666,59.27754193,67.90907927296666,TA（°C）,0.9705556516618655,1.6853333333333325,0.7147776816714669,x_driven,X-driven / Nature-like simplified baseline
广西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,31.514888935759586,0.042546994981047304,31.557435930740635,0.042546994981048414,6.445867726925684,48.80956148222222,42.36369375529654,TA（°C）,2.2632810128410634,1.6493333333333349,-0.6139476795077285,x_driven,X-driven / Nature-like simplified baseline
新疆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,37.023748677903924,-1.5430534448883662,35.48069523301556,-1.5430534448883648,3.9681688680408773,3.9383326482222225,-0.029836219818654808,TA（°C）,2.941051456417414,2.164333333333333,-0.776718123084081,x_driven,X-driven / Nature-like simplified baseline
江苏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,20.35050497871873,0.431495930055677,20.78200090877441,0.43149593005567866,65.94019129570692,66.9990910988889,1.0588998031819727,TA（°C）,1.6582233845184673,1.8596666666666677,0.2014432821482004,x_driven,X-driven / Nature-like simplified baseline
江西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,35.86124046281849,0.3668070175031664,36.228047480321656,0.366807017503163,52.036710167827735,52.10650640111111,0.06979623328337681,TA（°C）,1.6536361897195344,1.8373333333333333,0.18369714361379885,x_driven,X-driven / Nature-like simplified baseline
河北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,37.899641619010254,-0.3476559988798803,37.551985620130374,-0.34765599887987975,82.19397863597658,42.70508933333333,-39.488889302643244,TA（°C）,1.6888385267034949,2.106,0.417161473296505,x_driven,X-driven / Nature-like simplified baseline
河南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,41.3436693455855,-3.8077673437513218,37.53590200183418,-3.8077673437513226,130.78396645835275,48.085120139999994,-82.69884631835276,TA（°C）,2.5944696915011694,1.917,-0.6774696915011693,x_driven,X-driven / Nature-like simplified baseline
浙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,27.197910836094223,3.171726641568984,30.369637477663208,3.171726641568984,-14.404012986043568,61.01258037555556,75.41659336159913,TA（°C）,1.193654729869327,1.66,0.46634527013067295,x_driven,X-driven / Nature-like simplified baseline
海南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.98854853190989,2.5185464459046285,31.507094977814518,2.5185464459046294,67.50588193236415,102.87141545,35.36553351763585,TA（°C）,0.7579403403345113,1.4959999999999989,0.7380596596654876,x_driven,X-driven / Nature-like simplified baseline
